measure,location,sex,age,cause,metric,year,val,upper,lower,,,,,
Incidence,Singapore,Both,45 to 49,Colon and rectum cancer,Percent,2013,6.17E-05,7.80E-05,4.64E-05,,,,,
Incidence,Singapore,Both,45 to 49,Colon and rectum cancer,Rate,2013,23.21724606,26.68196292,20.03620186,,,,,
Incidence,Singapore,Both,50 to 54,Colon and rectum cancer,Number,2013,163.8928074,185.931646,143.1434613,,,,,
Incidence,Singapore,Both,50 to 54,Colon and rectum cancer,Percent,2013,0.000130415,0.000165509,0.000100096,,,,,
Incidence,Singapore,Both,50 to 54,Colon and rectum cancer,Rate,2013,47.40120031,53.77528972,41.40005892,,,,,
Incidence,Singapore,Both,55 to 59,Colon and rectum cancer,Number,2013,259.6601061,294.9698851,228.9216609,,,,,
Incidence,Singapore,Both,55 to 59,Colon and rectum cancer,Percent,2013,0.00023667,0.000298184,0.000181915,,,,,
Incidence,Singapore,Both,55 to 59,Colon and rectum cancer,Rate,2013,84.63580304,96.14496998,74.61665519,,,,,
Incidence,Singapore,Both,60 to 64,Colon and rectum cancer,Number,2013,303.1840922,342.9601044,265.4732858,,,,,
Incidence,Singapore,Both,60 to 64,Colon and rectum cancer,Percent,2013,0.0003542,0.000457002,0.000275143,,,,,
Incidence,Singapore,Both,60 to 64,Colon and rectum cancer,Rate,2013,125.9239004,142.4443932,110.2611663,,,,,
Incidence,Singapore,Both,65 to 69,Colon and rectum cancer,Number,2013,272.7205002,308.6536265,240.4393747,,,,,
Incidence,Singapore,Both,65 to 69,Colon and rectum cancer,Percent,2013,0.000464737,0.000571048,0.000368936,,,,,
Incidence,Singapore,Both,65 to 69,Colon and rectum cancer,Rate,2013,175.362112,198.4674851,154.6050133,,,,,
Incidence,Singapore,Both,70 to 74,Colon and rectum cancer,Number,2013,280.97997,318.1874732,245.8675356,,,,,
Incidence,Singapore,Both,70 to 74,Colon and rectum cancer,Percent,2013,0.000640492,0.000770498,0.000515866,,,,,
Incidence,Singapore,Both,70 to 74,Colon and rectum cancer,Rate,2013,254.0377101,287.6775063,222.2920934,,,,,
Incidence,Singapore,Both,75 to 79,Colon and rectum cancer,Number,2013,224.1180035,251.0304306,197.5605346,,,,,
Incidence,Singapore,Both,75 to 79,Colon and rectum cancer,Percent,2013,0.000744601,0.000894644,0.0006105,,,,,
Incidence,Singapore,Both,75 to 79,Colon and rectum cancer,Rate,2013,306.3096937,343.0918226,270.0126982,,,,,
Incidence,Singapore,Both,80 plus,Colon and rectum cancer,Number,2013,362.9789057,395.8052807,329.8916584,,,,,
Incidence,Singapore,Both,80 plus,Colon and rectum cancer,Percent,2013,0.000777768,0.000883537,0.000675642,,,,,
Incidence,Singapore,Both,80 plus,Colon and rectum cancer,Rate,2013,377.8577324,412.0296897,343.4142096,,,,,
Incidence,Singapore,Both,All Ages,Colon and rectum cancer,Number,2013,2081.264979,2178.892402,1996.252685,,,,,
Incidence,Singapore,Both,All Ages,Colon and rectum cancer,Percent,2013,8.88E-05,9.66E-05,8.06E-05,,,,,
Incidence,Singapore,Both,All Ages,Colon and rectum cancer,Rate,2013,39.56660004,41.42257958,37.95044475,,,,,
Incidence,Singapore,Both,5-14 years,Colon and rectum cancer,Number,2013,0,0,0,,,,,
Incidence,Singapore,Both,5-14 years,Colon and rectum cancer,Percent,2013,0,0,0,,,,,
Incidence,Singapore,Both,5-14 years,Colon and rectum cancer,Rate,2013,0,0,0,,,,,
Incidence,Singapore,Both,15-49 years,Colon and rectum cancer,Number,2013,213.7305935,232.4796712,196.0775059,,,,,
Incidence,Singapore,Both,15-49 years,Colon and rectum cancer,Percent,2013,1.59E-05,1.80E-05,1.37E-05,,,,,
Incidence,Singapore,Both,15-49 years,Colon and rectum cancer,Rate,2013,6.919719922,7.526738153,6.348185356,,,,,
Incidence,Singapore,Both,50-69 years,Colon and rectum cancer,Number,2013,999.4575058,1070.546068,933.423969,,,,,
Incidence,Singapore,Both,50-69 years,Colon and rectum cancer,Percent,2013,0.000261635,0.000300813,0.000222913,,,,,
Incidence,Singapore,Both,50-69 years,Colon and rectum cancer,Rate,2013,95.29171665,102.0695447,88.9958521,,,,,
Incidence,Singapore,Both,70+ years,Colon and rectum cancer,Number,2013,868.0768792,923.9673455,812.4020009,,,,,
Incidence,Singapore,Both,70+ years,Colon and rectum cancer,Percent,2013,0.000717769,0.000807234,0.00063584,,,,,
Incidence,Singapore,Both,70+ years,Colon and rectum cancer,Rate,2013,310.2101905,330.1828365,290.3145856,,,,,
Incidence,Singapore,Both,Age-standardized,Colon and rectum cancer,Percent,2013,7.71E-05,8.42E-05,7.03E-05,,,,,
Incidence,Singapore,Both,Age-standardized,Colon and rectum cancer,Rate,2013,36.43993841,38.18349886,34.85383843,,,,,
Incidence,Singapore,Both,<1 year,Colon and rectum cancer,Number,2013,0,0,0,,,,,
Incidence,Singapore,Both,<1 year,Colon and rectum cancer,Percent,2013,0,0,0,,,,,
Incidence,Singapore,Both,<1 year,Colon and rectum cancer,Rate,2013,0,0,0,,,,,
Incidence,Singapore,Both,80 to 84,Colon and rectum cancer,Number,2013,175.6672366,193.9744075,156.6743689,,,,,
Incidence,Singapore,Both,80 to 84,Colon and rectum cancer,Percent,2013,0.000752991,0.000883304,0.000632757,,,,,
Incidence,Singapore,Both,80 to 84,Colon and rectum cancer,Rate,2013,339.7303293,375.1353447,302.9992158,,,,,
Incidence,Singapore,Both,85 to 89,Colon and rectum cancer,Number,2013,107.9482679,120.8981976,95.95146171,,,,,
Incidence,Singapore,Both,85 to 89,Colon and rectum cancer,Percent,2013,0.000779259,0.000915322,0.000657021,,,,,
Incidence,Singapore,Both,85 to 89,Colon and rectum cancer,Rate,2013,389.0899426,435.7668137,345.8485202,,,,,
Incidence,Singapore,Both,90 to 94,Colon and rectum cancer,Number,2013,59.09708715,67.14072258,51.28798429,,,,,
Incidence,Singapore,Both,90 to 94,Colon and rectum cancer,Percent,2013,0.000857025,0.001009181,0.000714037,,,,,
Incidence,Singapore,Both,90 to 94,Colon and rectum cancer,Rate,2013,473.3377369,537.7631827,410.7907781,,,,,
Incidence,Singapore,Both,<20 years,Colon and rectum cancer,Number,2013,1.200062044,1.568397279,0.915119444,,,,,
Incidence,Singapore,Both,<20 years,Colon and rectum cancer,Percent,2013,1.84E-07,2.44E-07,1.36E-07,,,,,
Incidence,Singapore,Both,<20 years,Colon and rectum cancer,Rate,2013,0.101937371,0.133225025,0.077733373,,,,,
Incidence,Singapore,Both,10 to 24,Colon and rectum cancer,Number,2013,6.174559527,7.634502267,4.917205232,,,,,
Incidence,Singapore,Both,10 to 24,Colon and rectum cancer,Percent,2013,1.17E-06,1.52E-06,8.97E-07,,,,,
Incidence,Singapore,Both,10 to 24,Colon and rectum cancer,Rate,2013,0.550903908,0.681162295,0.438720781,,,,,
Incidence,Singapore,Both,95 plus,Colon and rectum cancer,Number,2013,20.26631397,23.73760921,17.18947191,,,,,
Incidence,Singapore,Both,95 plus,Colon and rectum cancer,Percent,2013,0.000804035,0.000996022,0.000639777,,,,,
Incidence,Singapore,Both,95 plus,Colon and rectum cancer,Rate,2013,491.2441427,575.3864022,416.6632079,,,,,
Incidence,Singapore,Both,<70 years,Colon and rectum cancer,Number,2013,1213.188099,1283.615764,1145.982078,,,,,
Incidence,Singapore,Both,<70 years,Colon and rectum cancer,Percent,2013,5.46E-05,5.97E-05,4.92E-05,,,,,
Incidence,Singapore,Both,<70 years,Colon and rectum cancer,Rate,2013,24.3596358,25.77375474,23.01020432,,,,,
Incidence,Singapore,Both,Under 5,Ovarian cancer,Number,2013,0,0,0,,,,,
Incidence,Singapore,Both,Under 5,Ovarian cancer,Percent,2013,0,0,0,,,,,
Incidence,Singapore,Both,Under 5,Ovarian cancer,Rate,2013,0,0,0,,,,,
Incidence,Singapore,Both,Early Neonatal,Ovarian cancer,Number,2013,0,0,0,,,,,
Incidence,Singapore,Both,Early Neonatal,Ovarian cancer,Percent,2013,0,0,0,,,,,
Incidence,Singapore,Both,Early Neonatal,Ovarian cancer,Rate,2013,0,0,0,,,,,
Incidence,Singapore,Both,Late Neonatal,Ovarian cancer,Number,2013,0,0,0,,,,,
Incidence,Singapore,Both,Late Neonatal,Ovarian cancer,Percent,2013,0,0,0,,,,,
Incidence,Singapore,Both,Late Neonatal,Ovarian cancer,Rate,2013,0,0,0,,,,,
Incidence,Singapore,Both,Post Neonatal,Ovarian cancer,Number,2013,0,0,0,,,,,
Incidence,Singapore,Both,Post Neonatal,Ovarian cancer,Percent,2013,0,0,0,,,,,
Incidence,Singapore,Both,Post Neonatal,Ovarian cancer,Rate,2013,0,0,0,,,,,
Incidence,Singapore,Both,1 to 4,Ovarian cancer,Number,2013,0,0,0,,,,,
Incidence,Singapore,Both,1 to 4,Ovarian cancer,Percent,2013,0,0,0,,,,,
Incidence,Singapore,Both,1 to 4,Ovarian cancer,Rate,2013,0,0,0,,,,,
Incidence,Singapore,Both,5 to 9,Ovarian cancer,Number,2013,0,0,0,,,,,
Incidence,Singapore,Both,5 to 9,Ovarian cancer,Percent,2013,0,0,0,,,,,
Incidence,Singapore,Both,5 to 9,Ovarian cancer,Rate,2013,0,0,0,,,,,
Incidence,Singapore,Both,10 to 14,Ovarian cancer,Number,2013,0,0,0,,,,,
Incidence,Singapore,Both,10 to 14,Ovarian cancer,Percent,2013,0,0,0,,,,,
Incidence,Singapore,Both,10 to 14,Ovarian cancer,Rate,2013,0,0,0,,,,,
Incidence,Singapore,Both,15 to 19,Ovarian cancer,Number,2013,2.000952945,3.036360046,1.22329818,,,,,
Incidence,Singapore,Both,15 to 19,Ovarian cancer,Percent,2013,1.30E-06,2.09E-06,7.25E-07,,,,,
Incidence,Singapore,Both,15 to 19,Ovarian cancer,Rate,2013,0.598209474,0.907757151,0.365720024,,,,,
Incidence,Singapore,Both,20 to 24,Ovarian cancer,Number,2013,6.84398389,10.80238582,4.179464087,,,,,
Incidence,Singapore,Both,20 to 24,Ovarian cancer,Percent,2013,3.02E-06,4.88E-06,1.75E-06,,,,,
Incidence,Singapore,Both,20 to 24,Ovarian cancer,Rate,2013,1.421972732,2.244408859,0.868366154,,,,,
Incidence,Singapore,Both,25 to 29,Ovarian cancer,Number,2013,7.896125507,11.72599968,5.128087145,,,,,
Incidence,Singapore,Both,25 to 29,Ovarian cancer,Percent,2013,3.52E-06,5.49E-06,2.17E-06,,,,,
Incidence,Singapore,Both,25 to 29,Ovarian cancer,Rate,2013,1.58576043,2.354905109,1.029861755,,,,,
Incidence,Singapore,Both,30 to 34,Ovarian cancer,Number,2013,11.70991572,17.04083488,7.88858556,,,,,
Incidence,Singapore,Both,30 to 34,Ovarian cancer,Percent,2013,4.98E-06,7.45E-06,3.10E-06,,,,,
Incidence,Singapore,Both,30 to 34,Ovarian cancer,Rate,2013,2.127034177,3.095362857,1.432913053,,,,,
Incidence,Singapore,Both,35 to 39,Ovarian cancer,Number,2013,11.58087313,16.45562252,7.940655916,,,,,
Incidence,Singapore,Both,35 to 39,Ovarian cancer,Percent,2013,6.33E-06,9.28E-06,4.00E-06,,,,,
Incidence,Singapore,Both,35 to 39,Ovarian cancer,Rate,2013,2.644816284,3.758101649,1.81347087,,,,,
Incidence,Singapore,Both,40 to 44,Ovarian cancer,Number,2013,18.98436101,25.95056873,13.33496138,,,,,
Incidence,Singapore,Both,40 to 44,Ovarian cancer,Percent,2013,1.18E-05,1.71E-05,7.77E-06,,,,,
Incidence,Singapore,Both,40 to 44,Ovarian cancer,Rate,2013,4.714761757,6.444817868,3.311734639,,,,,
Incidence,Singapore,Both,45 to 49,Ovarian cancer,Number,2013,29.83038156,39.44144102,22.53361948,,,,,
Incidence,Singapore,Both,45 to 49,Ovarian cancer,Percent,2013,2.07E-05,2.90E-05,1.44E-05,,,,,
Incidence,Singapore,Both,45 to 49,Ovarian cancer,Rate,2013,7.76975981,10.27310102,5.869211247,,,,,
Incidence,Singapore,Both,50 to 54,Ovarian cancer,Number,2013,33.92485906,42.07679384,27.1461781,,,,,
Incidence,Singapore,Both,50 to 54,Ovarian cancer,Percent,2013,2.70E-05,3.56E-05,2.01E-05,,,,,
Incidence,Singapore,Both,50 to 54,Ovarian cancer,Rate,2013,9.811773107,12.16948178,7.851237933,,,,,
Incidence,Singapore,Both,55 to 59,Ovarian cancer,Number,2013,36.65754289,44.66314293,29.75724306,,,,,
Incidence,Singapore,Both,55 to 59,Ovarian cancer,Percent,2013,3.34E-05,4.37E-05,2.48E-05,,,,,
Incidence,Singapore,Both,55 to 59,Ovarian cancer,Rate,2013,11.94846843,14.55788117,9.699326557,,,,,
Incidence,Singapore,Both,60 to 64,Ovarian cancer,Number,2013,29.52576477,36.11660081,24.22185913,,,,,
Incidence,Singapore,Both,60 to 64,Ovarian cancer,Percent,2013,3.45E-05,4.58E-05,2.60E-05,,,,,
Incidence,Singapore,Both,60 to 64,Ovarian cancer,Rate,2013,12.26317462,15.00059984,10.0602606,,,,,
Incidence,Singapore,Both,65 to 69,Ovarian cancer,Number,2013,19.85154366,24.43689356,16.22279288,,,,,
Incidence,Singapore,Both,65 to 69,Ovarian cancer,Percent,2013,3.38E-05,4.41E-05,2.58E-05,,,,,
Incidence,Singapore,Both,65 to 69,Ovarian cancer,Rate,2013,12.7647486,15.71317617,10.43142419,,,,,
Incidence,Singapore,Both,70 to 74,Ovarian cancer,Number,2013,13.64159553,16.6442504,10.97040435,,,,,
Incidence,Singapore,Both,70 to 74,Ovarian cancer,Percent,2013,3.11E-05,3.98E-05,2.36E-05,,,,,
Incidence,Singapore,Both,70 to 74,Ovarian cancer,Rate,2013,12.33354709,15.0482871,9.918487784,,,,,
Incidence,Singapore,Both,75 to 79,Ovarian cancer,Number,2013,9.721189863,11.89607204,7.950181629,,,,,
Incidence,Singapore,Both,75 to 79,Ovarian cancer,Percent,2013,3.23E-05,4.16E-05,2.49E-05,,,,,
Incidence,Singapore,Both,75 to 79,Ovarian cancer,Rate,2013,13.28628063,16.25876602,10.86578348,,,,,
Incidence,Singapore,Both,80 plus,Ovarian cancer,Number,2013,17.97780207,21.31476145,15.20601747,,,,,
Incidence,Singapore,Both,80 plus,Ovarian cancer,Percent,2013,3.85E-05,4.68E-05,3.14E-05,,,,,
Incidence,Singapore,Both,80 plus,Ovarian cancer,Rate,2013,18.7147281,22.1884724,15.82932559,,,,,
Incidence,Singapore,Both,All Ages,Ovarian cancer,Number,2013,250.1468916,273.7998284,230.3516727,,,,,
Incidence,Singapore,Both,All Ages,Ovarian cancer,Percent,2013,1.07E-05,1.19E-05,9.62E-06,,,,,
Incidence,Singapore,Both,All Ages,Ovarian cancer,Rate,2013,4.755503078,5.205165327,4.379179296,,,,,
Incidence,Singapore,Both,5-14 years,Ovarian cancer,Number,2013,0,0,0,,,,,
Incidence,Singapore,Both,5-14 years,Ovarian cancer,Percent,2013,0,0,0,,,,,
Incidence,Singapore,Both,5-14 years,Ovarian cancer,Rate,2013,0,0,0,,,,,
Incidence,Singapore,Both,15-49 years,Ovarian cancer,Number,2013,88.84659376,103.9048545,76.34677098,,,,,
Incidence,Singapore,Both,15-49 years,Ovarian cancer,Percent,2013,6.63E-06,7.90E-06,5.48E-06,,,,,
Incidence,Singapore,Both,15-49 years,Ovarian cancer,Rate,2013,2.876488269,3.364012984,2.47179528,,,,,
Incidence,Singapore,Both,50-69 years,Ovarian cancer,Number,2013,119.9597104,134.2039029,107.3894755,,,,,
Incidence,Singapore,Both,50-69 years,Ovarian cancer,Percent,2013,3.14E-05,3.66E-05,2.63E-05,,,,,
Incidence,Singapore,Both,50-69 years,Ovarian cancer,Rate,2013,11.43737144,12.79546175,10.238882,,,,,
Incidence,Singapore,Both,70+ years,Ovarian cancer,Number,2013,41.34058747,46.24495499,36.98463127,,,,,
Incidence,Singapore,Both,70+ years,Ovarian cancer,Percent,2013,3.42E-05,3.93E-05,2.93E-05,,,,,
Incidence,Singapore,Both,70+ years,Ovarian cancer,Rate,2013,14.77319788,16.5257901,13.2165823,,,,,
Incidence,Singapore,Both,Age-standardized,Ovarian cancer,Percent,2013,8.41E-06,9.39E-06,7.59E-06,,,,,
Incidence,Singapore,Both,Age-standardized,Ovarian cancer,Rate,2013,3.977775608,4.343678275,3.67865152,,,,,
Incidence,Singapore,Both,<1 year,Ovarian cancer,Number,2013,0,0,0,,,,,
Incidence,Singapore,Both,<1 year,Ovarian cancer,Percent,2013,0,0,0,,,,,
Incidence,Singapore,Both,<1 year,Ovarian cancer,Rate,2013,0,0,0,,,,,
Incidence,Singapore,Both,80 to 84,Ovarian cancer,Number,2013,8.403359528,10.34555354,6.739176673,,,,,
Incidence,Singapore,Both,80 to 84,Ovarian cancer,Percent,2013,3.60E-05,4.66E-05,2.77E-05,,,,,
Incidence,Singapore,Both,80 to 84,Ovarian cancer,Rate,2013,16.25161388,20.00770536,13.03317998,,,,,
Incidence,Singapore,Both,85 to 89,Ovarian cancer,Number,2013,5.68684459,7.302324069,4.267537296,,,,,
Incidence,Singapore,Both,85 to 89,Ovarian cancer,Percent,2013,4.10E-05,5.48E-05,2.96E-05,,,,,
Incidence,Singapore,Both,85 to 89,Ovarian cancer,Rate,2013,20.49772615,26.32057843,15.38195909,,,,,
Incidence,Singapore,Both,90 to 94,Ovarian cancer,Number,2013,3.01809042,3.918674347,2.265555325,,,,,
Incidence,Singapore,Both,90 to 94,Ovarian cancer,Percent,2013,4.38E-05,5.84E-05,3.23E-05,,,,,
Incidence,Singapore,Both,90 to 94,Ovarian cancer,Rate,2013,24.17337568,31.38659681,18.14595071,,,,,
Incidence,Singapore,Both,<20 years,Ovarian cancer,Number,2013,2.000952945,3.036360046,1.22329818,,,,,
Incidence,Singapore,Both,<20 years,Ovarian cancer,Percent,2013,3.07E-07,4.75E-07,1.82E-07,,,,,
Incidence,Singapore,Both,<20 years,Ovarian cancer,Rate,2013,0.169967782,0.257918799,0.103911128,,,,,
Incidence,Singapore,Both,10 to 24,Ovarian cancer,Number,2013,8.844936835,13.46727551,5.681458388,,,,,
Incidence,Singapore,Both,10 to 24,Ovarian cancer,Percent,2013,1.68E-06,2.58E-06,1.05E-06,,,,,
Incidence,Singapore,Both,10 to 24,Ovarian cancer,Rate,2013,0.78915917,1.201571494,0.506908649,,,,,
Incidence,Singapore,Both,95 plus,Ovarian cancer,Number,2013,0.869507534,1.160039225,0.651106976,,,,,
Incidence,Singapore,Both,95 plus,Ovarian cancer,Percent,2013,3.45E-05,4.82E-05,2.50E-05,,,,,
Incidence,Singapore,Both,95 plus,Ovarian cancer,Rate,2013,21.07637745,28.11870354,15.78246979,,,,,
Incidence,Singapore,Both,<70 years,Ovarian cancer,Number,2013,208.8063041,231.0031479,189.9931632,,,,,
Incidence,Singapore,Both,<70 years,Ovarian cancer,Percent,2013,9.40E-06,1.06E-05,8.32E-06,,,,,
Incidence,Singapore,Both,<70 years,Ovarian cancer,Rate,2013,4.192627281,4.638318291,3.814877728,,,,,
Incidence,Global,Both,Under 5,"Tracheal, bronchus, and lung cancer",Number,2015,0,0,0,,,,,
Incidence,Global,Both,Under 5,"Tracheal, bronchus, and lung cancer",Percent,2015,0,0,0,,,,,
Incidence,Global,Both,Under 5,"Tracheal, bronchus, and lung cancer",Rate,2015,0,0,0,,,,,
Incidence,Global,Both,Early Neonatal,"Tracheal, bronchus, and lung cancer",Number,2015,0,0,0,,,,,
Incidence,Global,Both,Early Neonatal,"Tracheal, bronchus, and lung cancer",Percent,2015,0,0,0,,,,,
Incidence,Global,Both,Early Neonatal,"Tracheal, bronchus, and lung cancer",Rate,2015,0,0,0,,,,,
Incidence,Global,Both,Late Neonatal,"Tracheal, bronchus, and lung cancer",Number,2015,0,0,0,,,,,
Incidence,Global,Both,Late Neonatal,"Tracheal, bronchus, and lung cancer",Percent,2015,0,0,0,,,,,
Incidence,Global,Both,Late Neonatal,"Tracheal, bronchus, and lung cancer",Rate,2015,0,0,0,,,,,
Incidence,Global,Both,Post Neonatal,"Tracheal, bronchus, and lung cancer",Number,2015,0,0,0,,,,,
Incidence,Global,Both,Post Neonatal,"Tracheal, bronchus, and lung cancer",Percent,2015,0,0,0,,,,,
Incidence,Global,Both,Post Neonatal,"Tracheal, bronchus, and lung cancer",Rate,2015,0,0,0,,,,,
Incidence,Global,Both,1 to 4,"Tracheal, bronchus, and lung cancer",Number,2015,0,0,0,,,,,
Incidence,Global,Both,1 to 4,"Tracheal, bronchus, and lung cancer",Percent,2015,0,0,0,,,,,
Incidence,Global,Both,1 to 4,"Tracheal, bronchus, and lung cancer",Rate,2015,0,0,0,,,,,
Incidence,Global,Both,5 to 9,"Tracheal, bronchus, and lung cancer",Number,2015,0,0,0,,,,,
Incidence,Global,Both,5 to 9,"Tracheal, bronchus, and lung cancer",Percent,2015,0,0,0,,,,,
Incidence,Global,Both,5 to 9,"Tracheal, bronchus, and lung cancer",Rate,2015,0,0,0,,,,,
Incidence,Global,Both,10 to 14,"Tracheal, bronchus, and lung cancer",Number,2015,0,0,0,,,,,
Incidence,Global,Both,10 to 14,"Tracheal, bronchus, and lung cancer",Percent,2015,0,0,0,,,,,
Incidence,Global,Both,10 to 14,"Tracheal, bronchus, and lung cancer",Rate,2015,0,0,0,,,,,
Incidence,Global,Both,15 to 19,"Tracheal, bronchus, and lung cancer",Number,2015,939.1239384,996.808731,890.8009733,,,,,
Incidence,Global,Both,15 to 19,"Tracheal, bronchus, and lung cancer",Percent,2015,3.22E-07,3.80E-07,2.69E-07,,,,,
Incidence,Global,Both,15 to 19,"Tracheal, bronchus, and lung cancer",Rate,2015,0.153484918,0.162912582,0.145587295,,,,,
Incidence,Global,Both,20 to 24,"Tracheal, bronchus, and lung cancer",Number,2015,2066.900838,2197.743292,1946.025873,,,,,
Incidence,Global,Both,20 to 24,"Tracheal, bronchus, and lung cancer",Percent,2015,6.87E-07,8.07E-07,5.73E-07,,,,,
Incidence,Global,Both,20 to 24,"Tracheal, bronchus, and lung cancer",Rate,2015,0.338786782,0.360233236,0.318974104,,,,,
Incidence,Global,Both,25 to 29,"Tracheal, bronchus, and lung cancer",Number,2015,5700.366676,5991.640773,5431.101771,,,,,
Incidence,Global,Both,25 to 29,"Tracheal, bronchus, and lung cancer",Percent,2015,1.90E-06,2.20E-06,1.60E-06,,,,,
Incidence,Global,Both,25 to 29,"Tracheal, bronchus, and lung cancer",Rate,2015,0.925698198,0.972998999,0.881971531,,,,,
Incidence,Global,Both,30 to 34,"Tracheal, bronchus, and lung cancer",Number,2015,9618.384927,10018.54924,9251.557461,,,,,
Incidence,Global,Both,30 to 34,"Tracheal, bronchus, and lung cancer",Percent,2015,3.62E-06,4.22E-06,3.07E-06,,,,,
Incidence,Global,Both,30 to 34,"Tracheal, bronchus, and lung cancer",Rate,2015,1.722250088,1.793902764,1.656566646,,,,,
Incidence,Global,Both,35 to 39,"Tracheal, bronchus, and lung cancer",Number,2015,15647.83953,16233.24467,15134.98377,,,,,
Incidence,Global,Both,35 to 39,"Tracheal, bronchus, and lung cancer",Percent,2015,6.54E-06,7.62E-06,5.44E-06,,,,,
Incidence,Global,Both,35 to 39,"Tracheal, bronchus, and lung cancer",Rate,2015,3.058382092,3.172799969,2.958144044,,,,,
Incidence,Global,Both,40 to 44,"Tracheal, bronchus, and lung cancer",Number,2015,32725.26146,33761.60774,31717.24172,,,,,
Incidence,Global,Both,40 to 44,"Tracheal, bronchus, and lung cancer",Percent,2015,1.48E-05,1.73E-05,1.24E-05,,,,,
Incidence,Global,Both,40 to 44,"Tracheal, bronchus, and lung cancer",Rate,2015,6.657485564,6.868315366,6.45241839,,,,,
Incidence,Global,Both,45 to 49,"Tracheal, bronchus, and lung cancer",Number,2015,76586.47769,79066.32461,74456.13176,,,,,
Incidence,Global,Both,45 to 49,"Tracheal, bronchus, and lung cancer",Percent,2015,3.89E-05,4.55E-05,3.19E-05,,,,,
Incidence,Global,Both,45 to 49,"Tracheal, bronchus, and lung cancer",Rate,2015,16.67957092,17.21965037,16.21560839,,,,,
Incidence,Global,Both,50 to 54,"Tracheal, bronchus, and lung cancer",Number,2015,142951.961,147337.5404,138694.1966,,,,,
Incidence,Global,Both,50 to 54,"Tracheal, bronchus, and lung cancer",Percent,2015,8.47E-05,9.84E-05,7.23E-05,,,,,
Incidence,Global,Both,50 to 54,"Tracheal, bronchus, and lung cancer",Rate,2015,35.5796021,36.67113782,34.51987852,,,,,
Incidence,Global,Both,55 to 59,"Tracheal, bronchus, and lung cancer",Number,2015,193653.6481,197656.4634,189332.3454,,,,,
Incidence,Global,Both,55 to 59,"Tracheal, bronchus, and lung cancer",Percent,2015,0.000140072,0.000163072,0.000118207,,,,,
Incidence,Global,Both,55 to 59,"Tracheal, bronchus, and lung cancer",Rate,2015,58.34385357,59.54981932,57.0419341,,,,,
Incidence,Global,Both,60 to 64,"Tracheal, bronchus, and lung cancer",Number,2015,317848.199,326401.3244,310042.5786,,,,,
Incidence,Global,Both,60 to 64,"Tracheal, bronchus, and lung cancer",Percent,2015,0.000260584,0.000302178,0.000222403,,,,,
Incidence,Global,Both,60 to 64,"Tracheal, bronchus, and lung cancer",Rate,2015,108.7558353,111.6823967,106.0850422,,,,,
Incidence,Global,Both,65 to 69,"Tracheal, bronchus, and lung cancer",Number,2015,354632.9281,364318.0978,345134.8479,,,,,
Incidence,Global,Both,65 to 69,"Tracheal, bronchus, and lung cancer",Percent,2015,0.000353585,0.000398593,0.000304346,,,,,
Incidence,Global,Both,65 to 69,"Tracheal, bronchus, and lung cancer",Rate,2015,160.2630658,164.6399154,155.9707643,,,,,
Incidence,Global,Both,70 to 74,"Tracheal, bronchus, and lung cancer",Number,2015,303390.7744,310822.4912,296386.8649,,,,,
Incidence,Global,Both,70 to 74,"Tracheal, bronchus, and lung cancer",Percent,2015,0.000395699,0.000441873,0.000346107,,,,,
Incidence,Global,Both,70 to 74,"Tracheal, bronchus, and lung cancer",Rate,2016,194.98514,200.3496065,190.0344465,,,,,
Incidence,Global,Both,75 to 79,"Tracheal, bronchus, and lung cancer",Number,2016,276200.644,283366.2874,269387.5637,,,,,
Incidence,Global,Both,75 to 79,"Tracheal, bronchus, and lung cancer",Percent,2016,0.000443936,0.000500396,0.000386888,,,,,
Incidence,Global,Both,75 to 79,"Tracheal, bronchus, and lung cancer",Rate,2016,226.7842526,232.6678562,221.1901334,,,,,
Incidence,Global,Both,80 plus,"Tracheal, bronchus, and lung cancer",Number,2016,347542.6298,355439.5143,339991.4724,,,,,
Incidence,Global,Both,80 plus,"Tracheal, bronchus, and lung cancer",Percent,2016,0.000431016,0.000466405,0.000395066,,,,,
Incidence,Global,Both,80 plus,"Tracheal, bronchus, and lung cancer",Rate,2016,254.8202914,260.6103334,249.2837386,,,,,
Incidence,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Number,2016,2127990.12,2173372.318,2089067.748,,,,,
Incidence,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Percent,2016,5.61E-05,5.94E-05,5.29E-05,,,,,
Incidence,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Rate,2016,28.16852887,28.76925993,27.65330751,,,,,
Incidence,Global,Both,5-14 years,"Tracheal, bronchus, and lung cancer",Number,2016,0,0,0,,,,,
Incidence,Global,Both,5-14 years,"Tracheal, bronchus, and lung cancer",Percent,2016,0,0,0,,,,,
Incidence,Global,Both,5-14 years,"Tracheal, bronchus, and lung cancer",Rate,2016,0,0,0,,,,,
Incidence,Global,Both,15-49 years,"Tracheal, bronchus, and lung cancer",Number,2016,143359.4078,147537.6257,139726.4557,,,,,
Incidence,Global,Both,15-49 years,"Tracheal, bronchus, and lung cancer",Percent,2016,7.76E-06,8.42E-06,7.07E-06,,,,,
Incidence,Global,Both,15-49 years,"Tracheal, bronchus, and lung cancer",Rate,2016,3.689347866,3.796874113,3.595854006,,,,,
